DB00159	DB00586
DB00222	DB08815
DB00035	DB08976
DB00422	DB01390
DB00559	DB00932
DB01211	DB09262
DB01583	DB09210
DB00601	DB00924
DB00108	DB00688
DB00657	DB01190
DB00289	DB00865
DB00962	DB01041
DB00091	DB00607
DB00477	DB01577
DB00452	DB00712
DB00356	DB00765
DB00443	DB01124
DB00332	DB01075
DB00243	DB00705
DB00231	DB01320
DB06589	DB09048
DB01306	DB06655
DB01268	DB08914
DB00661	DB01195
DB00065	DB00108
DB00449	DB09273
DB09060	DB09268
DB00021	DB00979
DB00220	DB01215
DB00752	DB01274
DB06616	DB09104
DB01072	DB09074
DB00524	DB00652
DB01211	DB01320
DB00278	DB00374
DB00054	DB00078
DB01275	DB01353
DB00977	DB09280
DB00759	DB09146
DB01556	DB01576
DB06605	DB09036
DB00684	DB00833
DB00470	DB01576
DB00243	DB00950
DB00230	DB01017
DB00320	DB09065
DB01026	DB01232
DB00176	DB00266
DB00065	DB00335
DB00619	DB04817
DB01126	DB01263
DB00625	DB01264
DB00277	DB00628
DB00252	DB08815
DB00656	DB01072
DB00476	DB01115
DB00747	DB06148
DB00009	DB08976
DB00773	DB00864
DB00621	DB01124
DB00619	DB01073
DB00196	DB08877
DB00285	DB01418
DB01395	DB08907
DB00446	DB01166
DB00682	DB00993
DB00083	DB00245
DB00492	DB06196
DB01124	DB01357
DB00196	DB00619
DB00104	DB00621
DB00009	DB06605
DB00311	DB00708
DB08870	DB08881
DB00569	DB01397
DB00246	DB00918
DB00564	DB08883
DB00252	DB00908
DB00297	DB01359
DB00829	DB08933
DB02703	DB06413
DB01018	DB01392
DB01064	DB01274
DB00321	DB00932
DB00875	DB00934
DB00661	DB09026
DB00945	DB01016
DB00371	DB00653
DB00413	DB00829
DB00627	DB08860
DB00653	DB00726
DB00880	DB01354
DB04839	DB06290
DB01367	DB06153
DB00252	DB09063
DB00030	DB00491
DB00412	DB05278
DB01142	DB09272
DB00015	DB01009
DB00455	DB00921
DB00806	DB08813
DB01149	DB06603
DB00739	DB01024
DB00734	DB09038
DB00555	DB01211
DB00598	DB01353
DB01045	DB09100
DB00741	DB00945
DB00761	DB06282
DB00379	DB00499
DB01407	DB05039
DB09291	DB09330
DB05521	DB08864
DB00007	DB09039
DB00220	DB09401
DB01211	DB09102
DB00912	DB04876
DB00186	DB00252
DB00476	DB01207
DB00841	DB06706
DB00932	DB11095
DB01320	DB08934
DB00382	DB04861
DB00524	DB01016
DB00007	DB00331
DB00898	DB00982
DB00952	DB01038
DB00450	DB00834
DB00476	DB01100
DB00177	DB00712
DB00414	DB00668
DB00332	DB00967
DB01255	DB04842
DB01198	DB09072
DB00268	DB00708
DB00672	DB09043
DB00188	DB00208
DB01041	DB06688
DB00450	DB00557
DB00539	DB01072
DB00009	DB11095
DB00211	DB00346
DB00555	DB09123
DB00834	DB08918
DB00598	DB06711
DB00091	DB00959
DB00475	DB00673
DB01234	DB08886
DB00572	DB01367
DB00595	DB00732
DB00843	DB01624
DB01072	DB08816
DB00484	DB01100
DB00263	DB00563
DB00752	DB08907
DB00749	DB01225
DB01014	DB06822
DB01178	DB09068
DB00159	DB01242
DB00331	DB01232
DB01148	DB08897
DB01323	DB09063
DB01219	DB01323
DB00227	DB09065
DB00411	DB01193
DB00775	DB06695
DB00864	DB01167
DB00938	DB01232
DB00070	DB01161
DB00765	DB00802
DB00921	DB01037
DB00427	DB00895
DB00370	DB00968
DB01377	DB08931
DB01026	DB06724
DB00008	DB00363
DB00524	DB00780
DB01193	DB09063
DB01320	DB08873
DB00758	DB00976
DB00047	DB06335
DB00176	DB00696
DB00834	DB09065
DB00673	DB01285
DB00413	DB00697
DB00175	DB01238
DB00673	DB01175
DB00091	DB01059
DB00344	DB00715
DB01357	DB06290
DB01118	DB08933
DB00337	DB09054
DB01264	DB06480
DB01069	DB08912
DB00176	DB04884
DB00180	DB00648
DB00884	DB00976
DB05271	DB06288
DB00961	DB01407
DB01012	DB01242
DB00072	DB01248
DB00196	DB08815
DB00813	DB01364
DB01356	DB08815
DB00207	DB01030
DB00422	DB06144
DB00082	DB09045
DB00405	DB09272
DB00312	DB00691
DB00887	DB09242
DB00091	DB00594
DB00318	DB00887
DB00290	DB01656
DB00307	DB00367
DB00921	DB01168
DB00224	DB01624
DB00603	DB09065
DB00489	DB08868
DB00320	DB01239
DB00476	DB00876
DB00540	DB01355
DB00366	DB00748
DB00300	DB00919
DB00273	DB00344
DB00220	DB08867
DB00390	DB00524
DB00949	DB06201
DB00748	DB00956
DB01109	DB11249
DB06441	DB11133
DB00041	DB00734
DB00182	DB06723
DB05521	DB08816
DB00682	DB01395
DB00450	DB00967
DB00537	DB00707
DB00186	DB00206
DB05528	DB09288
DB01174	DB04845
DB00633	DB01158
DB00945	DB09295
DB00320	DB06808
DB01171	DB06764
DB01174	DB08912
DB00705	DB06273
DB00996	DB11093
DB00476	DB06144
DB01115	DB09054
DB06616	DB09036
DB06273	DB09570
DB00083	DB00387
DB00773	DB04817
DB00006	DB00374
DB00989	DB01359
DB00196	DB00696
DB00382	DB00734
DB00186	DB00193
DB00571	DB06589
DB00864	DB06168
DB00474	DB00790
DB00635	DB00681
DB00976	DB09053
DB00091	DB06696
DB00334	DB00843
DB01016	DB08912
DB00070	DB00296
DB00359	DB00559
DB01182	DB08895
DB00047	DB00903
DB00484	DB00564
DB00460	DB00679
DB00382	DB00662
DB00413	DB00423
DB00468	DB00622
DB00594	DB00790
DB00486	DB00871
DB00337	DB01257
DB00063	DB06605
DB00588	DB00752
DB01259	DB08827
DB00391	DB06700
DB00460	DB00880
DB00593	DB01173
DB00621	DB01418
DB00889	DB00924
DB05278	DB09046
DB00311	DB06204
DB00468	DB00503
DB00181	DB00186
DB00475	DB01254
DB00270	DB01143
DB00201	DB06213
DB00333	DB00999
DB00458	DB04842
DB00307	DB08864
DB00418	DB01045
DB00697	DB09063
DB01201	DB01590
DB00687	DB08899
DB00176	DB01175
DB00030	DB00741
DB00745	DB08899
DB00181	DB00215
DB01267	DB08907
DB06616	DB09063
DB00959	DB01251
DB00700	DB09063
DB00191	DB00767
DB00072	DB08895
DB00191	DB00841
DB05521	DB08899
DB00679	DB04884
DB00366	DB00404
DB00501	DB01118
DB01041	DB06204
DB00314	DB03615
DB01201	DB09030
DB00266	DB09323
DB00690	DB06204
DB00758	DB01211
DB00176	DB01223
DB06290	DB09034
DB00408	DB00543
DB00829	DB00898
DB00490	DB00767
DB00503	DB06273
DB01357	DB04876
DB01577	DB05812
DB00436	DB00844
DB00436	DB00687
DB00007	DB00675
DB00363	DB05015
DB01109	DB11095
DB00679	DB00857
DB00457	DB01115
DB00366	DB01224
DB00312	DB00898
DB00266	DB01182
DB00220	DB08439
DB01023	DB01167
DB00208	DB00540
DB01156	DB08865
DB01174	DB08873
DB00788	DB09214
DB00830	DB01223
DB00985	DB09117
DB00282	DB08910
DB04908	DB09123
DB00289	DB00816
DB00321	DB01278
DB00007	DB00697
DB01174	DB01284
DB00029	DB00605
DB00418	DB09123
DB00933	DB01069
DB00951	DB01234
DB01254	DB09063
DB00181	DB01236
DB00344	DB00422
DB06700	DB09053
DB00434	DB01175
DB08879	DB10829
DB00497	DB01232
DB00338	DB09280
DB01075	DB08893
DB00768	DB01409
DB00742	DB01143
DB01082	DB01112
DB00257	DB04908
DB04855	DB08912
DB00331	DB01357
DB00875	DB01278
DB00712	DB00932
DB00682	DB00860
DB00834	DB01016
DB00285	DB01238
DB00393	DB08815
DB01656	DB08904
DB00363	DB08811
DB00367	DB01353
DB00908	DB01263
DB00425	DB00623
DB00317	DB00794
DB00484	DB00657
DB00834	DB04835
DB01149	DB01224
DB00041	DB01029
DB00393	DB06207
DB00919	DB01150
DB01306	DB01319
DB05278	DB06203
DB00245	DB00295
DB00021	DB00726
DB00452	DB00554
DB00573	DB06228
DB06290	DB06717
DB00297	DB01193
DB00328	DB11133
DB00254	DB06724
DB00949	DB01323
DB00563	DB01050
DB00497	DB08820
DB00937	DB01171
DB01167	DB01590
DB01238	DB06273
DB08867	DB09036
DB01029	DB01238
DB00715	DB00771
DB00091	DB06413
DB00588	DB01064
DB09119	DB09291
DB00029	DB00715
DB00364	DB01026
DB01356	DB08976
DB00280	DB08868
DB00311	DB00854
DB06273	DB09053
DB00241	DB00622
DB00601	DB01407
DB00181	DB04946
DB00311	DB00564
DB00679	DB08893
DB01403	DB01579
DB00042	DB00684
DB00211	DB06701
DB01197	DB06196
DB00476	DB00727
DB00457	DB00612
DB00623	DB09034
DB01100	DB08815
DB00440	DB09036
DB00798	DB00814
DB00356	DB00484
DB00932	DB06228
DB00742	DB01354
DB00413	DB01176
DB00434	DB04924
DB01023	DB09048
DB00860	DB01309
DB01039	DB09064
DB00433	DB00543
DB01320	DB01567
DB01120	DB01406
DB00333	DB08820
DB00384	DB00956
DB00898	DB01418
DB00673	DB08875
DB00214	DB01172
DB00014	DB00107
DB00841	DB09273
DB01032	DB01165
DB01193	DB01223
DB00390	DB00480
DB06210	DB08826
DB00696	DB01211
DB01069	DB01623
DB01223	DB01288
DB00813	DB06711
DB00366	DB00450
DB01118	DB08868
DB00233	DB00266
DB00343	DB00457
DB00484	DB00543
DB00715	DB01233
DB00318	DB00715
DB00603	DB00776
DB00275	DB01392
DB00285	DB06144
DB08822	DB08935
DB00503	DB06228
DB01601	DB08914
DB00775	DB01296
DB00458	DB09034
DB00687	DB01097
DB01124	DB09046
DB00715	DB01114
DB00569	DB09030
DB00957	DB06335
DB01359	DB08895
DB00474	DB06292
DB00202	DB00813
DB00804	DB04924
DB00215	DB06144
DB08820	DB09118
DB00706	DB01427
DB00475	DB00972
DB00470	DB01556
DB00715	DB01081
DB00966	DB09242
DB00290	DB00864
DB00046	DB00695
DB06288	DB06684
DB00196	DB09034
DB00661	DB00938
DB00554	DB09063
DB00619	DB09083
DB01411	DB09063
DB00108	DB08868
DB00159	DB01050
DB00352	DB00363
DB00603	DB01072
DB00030	DB00233
DB01017	DB01151
DB00070	DB01364
DB00715	DB09072
DB01174	DB09101
DB01174	DB06414
DB00312	DB01018
DB00104	DB01307
DB00358	DB00849
DB00346	DB08873
DB01149	DB08895
DB00543	DB00834
DB00368	DB06714
DB00565	DB01190
DB00934	DB01267
DB00972	DB01320
DB00031	DB06692
DB00542	DB09276
DB01026	DB01201
DB00628	DB08912
DB00607	DB01023
DB00492	DB00697
DB00648	DB00656
DB00331	DB09009
DB00575	DB00794
DB00559	DB06210
DB00829	DB00921
DB00687	DB01021
DB00346	DB00820
DB00484	DB09034
DB00608	DB04910
DB00474	DB01136
DB01193	DB06701
DB00215	DB01182
DB00294	DB00474
DB00401	DB06724
DB00738	DB00834
DB00257	DB01238
DB00435	DB00499
DB00484	DB01340
DB00237	DB01017
DB00413	DB00813
DB00246	DB00366
DB01149	DB01614
DB00482	DB01032
DB00081	DB01109
DB01072	DB06287
DB00972	DB09290
DB00468	DB04861
DB01463	DB01579
DB00604	DB01244
DB00794	DB00975
DB00320	DB06717
DB00230	DB00358
DB00528	DB00758
DB00979	DB01278
DB00503	DB00648
DB00232	DB00418
DB00346	DB00489
DB09034	DB09300
DB01320	DB04841
DB00375	DB01076
DB00181	DB00899
DB00898	DB09034
DB04844	DB06808
DB00063	DB00682
DB00390	DB00700
DB00007	DB08893
DB00696	DB01614
DB00176	DB00608
DB00396	DB01220
DB00266	DB00567
DB00598	DB00907
DB00206	DB01171
DB00700	DB01254
DB00333	DB00695
DB00237	DB00742
DB01254	DB09053
DB00715	DB00880
DB01176	DB09272
DB00470	DB01624
DB00215	DB00477
DB00021	DB01403
DB00854	DB00999
DB00343	DB00648
DB00433	DB00952
DB00264	DB00820
DB00015	DB01175
DB00065	DB01193
DB00390	DB01575
DB00214	DB00708
DB00492	DB00893
DB00564	DB04841
DB00745	DB06711
DB00998	DB06808
DB01168	DB06153
DB01100	DB06204
DB00381	DB00648
DB00455	DB00661
DB01270	DB08879
DB00280	DB06273
DB00492	DB09220
DB00818	DB01041
DB00700	DB08813
DB00086	DB00215
DB00872	DB08896
DB00945	DB01277
DB00561	DB00816
DB08813	DB11249
DB00181	DB01175
DB00252	DB00563
DB00457	DB01162
DB00454	DB01367
DB00227	DB01609
DB00388	DB00907
DB00653	DB01192
DB00220	DB00541
DB00042	DB00662
DB00165	DB01320
DB00396	DB06822
DB00295	DB00742
DB00758	DB08794
DB01624	DB06204
DB06626	DB08899
DB01119	DB01251
DB00465	DB09295
DB00479	DB00948
DB01263	DB08820
DB00715	DB00962
DB00243	DB00836
DB00181	DB00875
DB00252	DB00834
DB00091	DB00270
DB00405	DB00484
DB01255	DB01556
DB00104	DB04844
DB01211	DB06605
DB01100	DB08899
DB01048	DB06290
DB00366	DB09271
DB05521	DB09071
DB00031	DB01418
DB01118	DB06480
DB00193	DB01403
DB00358	DB01609
DB00180	DB08899
DB00255	DB00494
DB00713	DB01032
DB00230	DB01041
DB00078	DB00749
DB00912	DB08815
DB00541	DB00834
DB00648	DB06603
DB00880	DB04876
DB00083	DB00427
DB00318	DB01075
DB00875	DB09271
DB00423	DB00956
DB00216	DB09065
DB00412	DB00672
DB00047	DB01169
DB00682	DB01110
DB01149	DB01463
DB00628	DB01232
DB01219	DB08933
DB00220	DB09034
DB00199	DB09036
DB00312	DB00661
DB00033	DB00277
DB00696	DB05521
DB00734	DB09477
DB01012	DB09068
DB00074	DB01097
DB00232	DB00930
DB00065	DB06228
DB00021	DB00341
DB01017	DB01339
DB01063	DB01367
DB00887	DB01114
DB00310	DB01353
DB00199	DB01323
DB00222	DB00501
DB00270	DB09048
DB00541	DB04855
DB00177	DB00749
DB00919	DB01050
DB01264	DB08932
DB00862	DB01029
DB00305	DB00337
DB00762	DB00872
DB00343	DB08896
DB00582	DB09280
DB00321	DB00601
DB01076	DB08912
DB00623	DB00843
DB01074	DB11126
DB01023	DB01238
DB00588	DB06711
DB00014	DB01072
DB01024	DB01061
DB06206	DB06605
DB00653	DB09104
DB00015	DB00233
DB00327	DB01037
DB00497	DB00898
DB00619	DB01174
DB00991	DB01275
DB00091	DB01406
DB00679	DB01377
DB00205	DB01403
DB00214	DB00390
DB00081	DB00261
DB00188	DB01166
DB00266	DB01181
DB00422	DB00501
DB00726	DB09048
DB01023	DB09282
DB01609	DB08865
DB08794	DB09079
DB00163	DB00861
DB00220	DB05239
DB00311	DB00852
DB00343	DB09059
DB00022	DB00924
DB00254	DB01045
DB00176	DB01558
DB00783	DB00990
DB00176	DB00472
DB00769	DB09063
DB00091	DB05521
DB00313	DB00540
DB00072	DB08877
DB00199	DB01181
DB01238	DB06203
DB00316	DB06711
DB06413	DB09118
DB00334	DB06700
DB01254	DB01268
DB08870	DB08899
DB00783	DB01309
DB00382	DB00635
DB00333	DB06144
DB00178	DB04884
DB00540	DB01623
DB00623	DB01238
DB00254	DB01603
DB00537	DB00806
DB00413	DB01174
DB00007	DB00334
DB00461	DB00715
DB00715	DB01403
DB00753	DB00834
DB00344	DB00933
DB00204	DB08864
DB01211	DB09166
DB00794	DB01612
DB00497	DB00524
DB00933	DB06684
DB00007	DB08914
DB00605	DB01021
DB00679	DB09083
DB00734	DB09401
DB00798	DB01061
DB00470	DB01351
DB00571	DB09242
DB00765	DB00924
DB00523	DB00834
DB00765	DB06282
DB00921	DB06201
DB00273	DB08897
DB00405	DB00972
DB00682	DB01381
DB00206	DB01242
DB00484	DB01041
DB00081	DB01104
DB00590	DB01235
DB00980	DB01124
DB00620	DB05521
DB00661	DB08820
DB00246	DB00898
DB00370	DB01221
DB01174	DB08901
DB00323	DB00368
DB00204	DB00582
DB00203	DB01101
DB01203	DB01355
DB00041	DB09135
DB00618	DB01294
DB00374	DB00603
DB00006	DB09079
DB00881	DB00893
DB00834	DB01120
DB00460	DB06659
DB00498	DB01357
DB00269	DB00480
DB00686	DB00788
DB00307	DB05109
DB01167	DB09065
DB00834	DB06789
DB00379	DB08881
DB01590	DB09036
DB00047	DB00621
DB00820	DB01613
DB00498	DB06700
DB00555	DB11110
DB00295	DB00424
DB01156	DB09128
DB00267	DB01032
DB00332	DB04837
DB00498	DB00586
DB00887	DB09220
DB08883	DB09123
DB01427	DB09104
DB00020	DB00290
DB00404	DB08900
DB00946	DB01254
DB00661	DB08889
DB00211	DB01037
DB00742	DB09242
DB00570	DB00673
DB00412	DB00912
DB00191	DB00502
DB00337	DB00997
DB00270	DB09220
DB00224	DB01259
DB00454	DB00767
DB00945	DB08918
DB01264	DB04938
DB01418	DB11133
DB00864	DB01149
DB00420	DB09034
DB00956	DB01198
DB01026	DB01076
DB00363	DB04868
DB00238	DB01609
DB01175	DB01624
DB00206	DB01403
DB00400	DB00474
DB01166	DB09119
DB01030	DB01211
DB00230	DB00691
DB00652	DB00999
DB00615	DB09143
DB00014	DB08871
DB00418	DB01136
DB00555	DB00582
DB06643	DB06813
DB00956	DB01132
DB00184	DB01118
DB00458	DB06704
DB00104	DB01158
DB01124	DB08815
DB00420	DB00460
DB01026	DB01181
DB00794	DB04899
DB00188	DB00977
DB01151	DB08873
DB01656	DB05259
DB00281	DB09118
DB00215	DB08933
DB01045	DB01074
DB00780	DB06714
DB01054	DB01337
DB00668	DB01365
DB00278	DB06271
DB00686	DB01009
DB00390	DB01010
DB00715	DB00996
DB00946	DB11095
DB00243	DB01076
DB01060	DB09268
DB01037	DB06153
DB00418	DB01113
DB00468	DB09083
DB01247	DB01393
DB01182	DB09118
DB00582	DB01248
DB00540	DB00752
DB00794	DB01359
DB00042	DB00986
DB00502	DB00813
DB00482	DB00997
DB00073	DB00691
DB00081	DB00108
DB06626	DB08933
DB01274	DB06711
DB00214	DB01337
DB00839	DB01110
DB00220	DB01591
DB01032	DB08909
DB01168	DB06144
DB01590	DB06335
DB00283	DB08883
DB00686	DB00974
DB01238	DB02703
DB00457	DB04884
DB01072	DB08914
DB00091	DB00384
DB00294	DB00582
DB00502	DB00540
DB01098	DB02703
DB00401	DB01397
DB00679	DB01151
DB01248	DB08912
DB00937	DB09042
DB00460	DB01128
DB00677	DB01149
DB00176	DB01087
DB00175	DB00266
DB00289	DB00610
DB00367	DB09065
DB01166	DB08873
DB00497	DB01037
DB00603	DB01211
DB09039	DB09065
DB00450	DB01189
DB00687	DB00951
DB00213	DB01066
DB01142	DB09034
DB00261	DB09211
DB00502	DB04861
DB00641	DB01264
DB00490	DB08912
DB01323	DB01357
DB00668	DB00672
DB00988	DB09080
DB00153	DB01406
DB01162	DB01235
DB00381	DB00752
DB00311	DB00318
DB00042	DB01142
DB00648	DB09061
DB00872	DB04839
DB06643	DB09052
DB00199	DB06290
DB00443	DB00673
DB00598	DB00862
DB01240	DB08794
DB04845	DB09065
DB00615	DB06603
DB00449	DB00489
DB00108	DB08910
DB00476	DB00752
DB00344	DB09241
DB00263	DB01307
DB00480	DB06688
DB01175	DB06290
DB00537	DB01232
DB00202	DB00333
DB01042	DB08895
DB01392	DB04920
DB00458	DB00904
DB00015	DB00814
DB00188	DB01149
DB00474	DB01173
DB00575	DB00820
DB00554	DB06695
DB00220	DB06207
DB00013	DB01397
DB00246	DB00752
DB09073	DB09119
DB00774	DB01551
DB00932	DB09027
DB00413	DB00475
DB00732	DB00981
DB00007	DB00912
DB00191	DB00311
DB00835	DB01560
DB01024	DB01147
DB00977	DB06203
DB00374	DB01115
DB00790	DB00794
DB00175	DB01039
DB00224	DB01307
DB00390	DB00608
DB00571	DB00953
DB00651	DB01577
DB00427	DB00557
DB00422	DB00657
DB00722	DB06692
DB00273	DB00572
DB00321	DB01120
DB00653	DB00802
DB00540	DB00780
DB00794	DB08916
DB00959	DB09067
DB01591	DB09290
DB00009	DB00682
DB00211	DB01162
DB00452	DB00732
DB00476	DB06779
DB01193	DB06714
DB00625	DB04920
DB00390	DB00887
DB00679	DB01278
DB00715	DB01589
DB00658	DB01165
DB00083	DB00662
DB00493	DB01032
DB01351	DB08867
DB00834	DB06616
DB00196	DB00359
DB00588	DB00983
DB00335	DB08935
DB00938	DB06711
DB00690	DB00956
DB00277	DB05812
DB00395	DB01173
DB00388	DB01255
DB00500	DB00946
DB06822	DB09030
DB01072	DB01126
DB01403	DB09117
DB00408	DB00696
DB01049	DB01623
DB00341	DB08883
DB00402	DB06204
DB00384	DB00876
DB00477	DB09076
DB00213	DB01026
DB01203	DB01400
DB00425	DB00854
DB00479	DB01112
DB00675	DB00857
DB00177	DB01354
DB00277	DB00397
DB00214	DB01339
DB00661	DB00904
DB01118	DB01203
DB00332	DB00662
DB01418	DB08976
DB00014	DB00834
DB00479	DB01602
DB00731	DB09036
DB00784	DB01032
DB00834	DB04855
DB00346	DB00887
DB00750	DB01086
DB01098	DB06817
DB00266	DB00328
DB00250	DB09112
DB00758	DB04841
DB00186	DB05246
DB00030	DB01120
DB00169	DB01223
DB00363	DB01356
DB00930	DB00973
DB01285	DB08882
DB00029	DB06700
DB01120	DB04868
DB06779	DB09068
DB00484	DB00612
DB00661	DB09083
DB00307	DB06684
DB01068	DB09117
DB00007	DB01069
DB00477	DB01149
DB00014	DB01211
DB00418	DB09288
DB01440	DB08811
DB00656	DB01623
DB00508	DB01233
DB00690	DB09072
DB00289	DB01274
DB00104	DB09039
DB00519	DB09276
DB00958	DB06643
DB06148	DB09300
DB00582	DB00820
DB00474	DB00964
DB00320	DB09048
DB00261	DB00686
DB00401	DB06207
DB00204	DB00705
DB00783	DB01217
DB00876	DB01353
DB00813	DB06717
DB00752	DB01132
DB00199	DB00470
DB00470	DB00782
DB01229	DB01656
DB00657	DB00839
DB00391	DB00865
DB01196	DB11093
DB00444	DB08895
DB00554	DB09211
DB00209	DB09076
DB00582	DB01319
DB00136	DB00220
DB06717	DB08865
DB00418	DB01418
DB01013	DB01609
DB01197	DB09104
DB00723	DB01255
DB00816	DB00903
DB00582	DB06772
DB00334	DB01068
DB00945	DB01050
DB00503	DB01087
DB04868	DB09034
DB01115	DB09073
DB00312	DB04825
DB00399	DB00736
DB00440	DB00648
DB00994	DB01061
DB00087	DB01097
DB01032	DB01147
DB01220	DB08820
DB00083	DB01062
DB06271	DB09068
DB00673	DB09123
DB00220	DB01012
DB00697	DB00744
DB00938	DB01064
DB00188	DB00252
DB00366	DB00382
DB01097	DB08904
DB01609	DB08906
DB01101	DB06643
DB01167	DB06702
DB00243	DB01026
DB01109	DB08935
DB00346	DB01115
DB00741	DB08895
DB00765	DB01320
DB00252	DB00956
DB08903	DB09268
DB00652	DB00921
DB00715	DB06203
DB09068	DB09167
DB05294	DB09083
DB00220	DB01244
DB00630	DB00653
DB00363	DB01016
DB06209	DB09211
DB00199	DB00342
DB00368	DB00449
DB00619	DB08895
DB00908	DB06702
DB01254	DB06271
DB00248	DB01364
DB00563	DB00661
DB00653	DB00690
DB01072	DB01124
DB00414	DB01277
DB01021	DB09547
DB00040	DB11181
DB00243	DB08870
DB00615	DB06228
DB00181	DB01104
DB01095	DB06210
DB00999	DB09282
DB08933	DB09074
DB00202	DB00843
DB00337	DB00755
DB06290	DB09036
DB00484	DB00829
DB00470	DB06283
DB09036	DB09049
DB00009	DB00374
DB00436	DB01016
DB00199	DB09227
DB09030	DB09063
DB00333	DB01100
DB00182	DB00206
DB00976	DB01609
DB00070	DB00269
DB00794	DB06414
DB01138	DB01418
DB00370	DB01238
DB01232	DB08439
DB01232	DB01307
DB00112	DB04817
DB00435	DB00727
DB00834	DB06788
DB06204	DB09117
DB00427	DB01041
DB00732	DB00741
DB01214	DB01355
DB08880	DB08895
DB00196	DB00440
DB00266	DB00338
DB01095	DB02703
DB00268	DB00899
DB00363	DB01579
DB00380	DB04817
DB01224	DB01307
DB00477	DB00952
DB00653	DB01558
DB00390	DB01436
DB00956	DB04908
DB00030	DB04876
DB01656	DB06813
DB00007	DB01165
DB00450	DB01174
DB00861	DB08976
DB01041	DB09123
DB00421	DB00537
DB00450	DB06282
DB00470	DB00708
DB00108	DB00970
DB00661	DB08896
DB00569	DB04574
DB01276	DB01306
DB00397	DB01291
DB00458	DB00734
DB00191	DB00830
DB00477	DB00752
DB00691	DB00697
DB00054	DB00717
DB00999	DB01354
DB01067	DB01306
DB01149	DB01623
DB00310	DB00734
DB06273	DB08881
DB00186	DB00402
DB00245	DB00332
DB00191	DB01576
DB00367	DB08794
DB00370	DB08872
DB00166	DB09104
DB00541	DB05812
DB01251	DB04868
DB00199	DB00404
DB00595	DB09322
DB00320	DB08873
DB00427	DB00601
DB01268	DB09048
DB00932	DB01124
DB00187	DB00264
DB00199	DB08867
DB00199	DB00401
DB00176	DB01012
DB00193	DB00248
DB00912	DB01067
DB01229	DB06643
DB01323	DB04868
DB00930	DB00999
DB01064	DB06701
DB00508	DB01579
DB00222	DB00707
DB00514	DB01618
DB00418	DB00482
DB00382	DB01591
DB00484	DB01171
DB00461	DB00946
DB00653	DB00962
DB00252	DB01577
DB00007	DB00458
DB04868	DB08873
DB00839	DB01203
DB00029	DB00788
DB00976	DB01018
DB01254	DB06209
DB02703	DB05521
DB01173	DB09555
DB06700	DB09211
DB00917	DB01282
DB01277	DB01309
DB00193	DB00246
DB00246	DB01149
DB00619	DB01656
DB00220	DB08907
DB06605	DB08873
DB00625	DB01167
DB01072	DB01390
DB01268	DB08933
DB00834	DB09128
DB00307	DB09102
DB00586	DB01254
DB00625	DB00758
DB08813	DB09026
DB00267	DB00479
DB01600	DB09026
DB01156	DB04572
DB00390	DB09039
DB01128	DB04908
DB00047	DB01398
DB00570	DB08916
DB00508	DB00952
DB00694	DB01232
DB00307	DB01175
DB00834	DB08903
DB00734	DB00972
DB05521	DB08815
DB01306	DB01601
DB00622	DB09075
DB01097	DB08895
DB00208	DB00945
DB00540	DB04924
DB00335	DB00734
DB01000	DB01017
DB01151	DB01224
DB00752	DB09271
DB00374	DB00554
DB00594	DB00956
DB00784	DB00946
DB00972	DB01560
DB00420	DB00601
DB00188	DB00363
DB00220	DB09073
DB00158	DB00252
DB00474	DB01151
DB09268	DB09323
DB00363	DB00696
DB00765	DB00898
DB00374	DB00966
DB00408	DB09097
DB00367	DB00834
DB00650	DB01101
DB00679	DB00715
DB00370	DB06273
DB00390	DB04855
DB00196	DB06603
DB06636	DB08820
DB00215	DB01463
DB01395	DB04905
DB00178	DB00945
DB00213	DB06413
DB00258	DB00852
DB00351	DB00374
DB06290	DB09118
DB00552	DB06643
DB00594	DB00802
DB00268	DB00829
DB00409	DB00601
DB00790	DB00991
DB01129	DB01167
DB00903	DB01192
DB00908	DB04905
DB00176	DB09167
DB00177	DB00519
DB00252	DB06717
DB00381	DB06207
DB00374	DB06684
DB00895	DB00950
DB01275	DB01355
DB00526	DB01229
DB00897	DB05521
DB00476	DB08931
DB00437	DB00900
DB00224	DB01100
DB00331	DB00864
DB00611	DB01560
DB00682	DB09123
DB01021	DB08897
DB00423	DB00450
DB00366	DB00391
DB00476	DB00594
DB00250	DB00559
DB00072	DB06813
DB00706	DB01156
DB01176	DB09072
DB00540	DB08897
DB01221	DB06201
DB00949	DB06204
DB00371	DB01403
DB00598	DB01235
DB00684	DB00695
DB00178	DB01398
DB00177	DB00903
DB00974	DB06695
DB04837	DB09290
DB00586	DB01600
DB00203	DB00360
DB00765	DB06153
DB00375	DB00627
DB00564	DB01167
DB01224	DB08914
DB00544	DB09257
DB00325	DB01235
DB00476	DB01023
DB00498	DB09079
DB01075	DB04924
DB00273	DB01176
DB00717	DB06779
DB08912	DB09143
DB00186	DB00490
DB00243	DB00571
DB00762	DB06290
DB00563	DB09291
DB01232	DB04868
DB01264	DB09036
DB00569	DB06206
DB00601	DB00867
DB00237	DB00975
DB01609	DB04868
DB00304	DB06779
DB01022	DB11057
DB00454	DB00904
DB01181	DB08865
DB00191	DB00486
DB00657	DB00752
DB00112	DB00884
DB00346	DB00706
DB00366	DB00679
DB00496	DB08897
DB00717	DB09280
DB00762	DB08899
