DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB00297,APRD00247,Bupivacaine,38396-39-3,Y8335394RO,"(±)-bupivacaine | (RS)-bupivacaine | 1-Butyl-2',6'-pipecoloxylidide | 1-Butyl-N-(2,6-dimethylphenyl)-2-piperidinecarboxamide | Bupivacaina | Bupivacaine | Bupivacainum | dl-1-Butyl-2',6'-pipecoloxylidide | DL-Bupivacaine | Racemic bupivacaine",LEBVLXFERQHONN-UHFFFAOYSA-N
DB00298,APRD00902,Dapiprazole,72822-12-9,5RNZ8GJO7K,"5,6,7,8-Tetrahydro-3-(2-(4-(o-tolyl)-1-piperazinyl)ethyl)-s-triazolo(4,3-a)pyridine | Dapiprazol | Dapiprazole | Dapiprazolum",RFWZESUMWJKKRN-UHFFFAOYSA-N
DB00299,APRD00041 | DB01730,Penciclovir,39809-25-1,359HUE8FJC,9-(4-hydroxy-3-(hydroxymethyl)butyl)guanine | 9-(4-hydroxy-3-hydroxymethylbut-1-yl)-guanine | 9-[2-hydroxy-1-(hydroxymethyl)-ethoxymethyl]guanine | 9-[4-hydroxy-3-(hydroxymethyl)but-1-yl]guanine | PCV | PE2 | Penciclovir | Penciclovirum,JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00300,APRD01248 | DB13426,Tenofovir disoproxil,201341-05-1,F4YU4LON7I,Bis(POC)PMPA | Tenofovir bis(isopropyloxycarbonyloxymethyl) ester,JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00301,APRD00609,Flucloxacillin,5250-39-5,43B2M34G2V,"(2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid | 3-(2-Chloro-6-fluorophenyl)-5-methyl-4-isoxazolylpenicillin | Floxacillin | Flucloxacilina | Flucloxacillin | Flucloxacilline | Flucloxacillinum",UIOFUWFRIANQPC-JKIFEVAISA-N
DB00302,APRD01270 | EXPT00508,Tranexamic acid,1197-18-8,6T84R30KC1,Acide tranéxamique | ácido tranexámico | Acidum tranexamicum | Tranexamic acid | Tranexamsaeure | Tranexmic acid | Tranhexamic acid | Trans AMCHA | trans-4-(Aminomethyl)cyclohexanecarboxylic acid | trans-4-aminomethylcyclohexane-1-carboxylic acid | trans-Amcha | trans-Tranexamic acid,GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00303,APRD00952,Ertapenem,153832-46-3,G32F6EID2H,"(1R,5S,6S,8R,2'S,4'S)-2-(2-(3-carboxyphenylcarbamoyl)pyrrolidin-4-ylthio)-6-(1-hydroxyethyl)-1-methylcarbapenem-3-carboxylic acid | (4R,5S,6S)-3-((3S,5S)-5-((3-carboxyphenyl)carbamoyl)pyrrolidin-3-ylthio)-6-((R)-1-hydroxyethyl)-4-methyl-7-oxo-1-aza-bicyclo[3.2.0]hept-2-ene-2-carboxylic acid | Ertapenem",JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00304,APRD00762,Desogestrel,54024-22-5,81K9V7M3A3,"13-Ethyl-11-methylene-18,19-dinor-17α-pregn-4-en-20-yn-17-ol | Desogestrel | Désogestrel | Desogestrelum",RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305,APRD00284,Mitomycin,50-07-7,50SG953SK6,7-Amino-9alpha-methoxymitosane | Ametycine | Mitamycin | Mitocin-C | Mitomycin | Mitomycin C | Mitomycin-C | MMC,NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00306,APRD01333,Talbutal,115-44-6,4YIR8202AX,"(RS)-5-allyl-5-sec-butylpyrimidine-2,4,6(1H,3H,5H)-trione | 5-allyl-5-sec-butylbarbituric acid | sec-Butyl allyl barbituric acid | Talbutal | Talbutale | Talbutalum",BJVVMKUXKQHWJK-UHFFFAOYSA-N
DB00307,APRD00114,Bexarotene,153559-49-0,A61RXM4375,"4-[1-(3,5,5,8,8-pentamethyltetralin-2-yl)ethenyl]benzoic acid | 4-[1-(5,6,7,8,-Tetrahydro-3,5,5,8,8-pentamethyl-2-naphtalenyl)ethenyl]benzoic acid | Bexaroten | Bexarotène | Bexarotene | Bexaroteno | Bexarotenum | p-(1-(5,6,7,8-Tetrahydro-3,5,5,8,8-pentamethyl-2-naphthyl)vinyl)benzoic acid",NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308,APRD01025,Ibutilide,122647-31-8,2436VX1U9B,Ibutilid | Ibutilida | Ibutilide | Ibutilidum | N-(4-{4-[ethyl(heptyl)amino]-1-hydroxybutyl}phenyl)methanesulfonamide,ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00309,APRD00392,Vindesine,53643-48-4,RSA8KO39WH,3-(aminocarbonyl)-O4-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine | 3-carbamoyl-4-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine | Desacetylvinblastine amide | Vindesina | Vindesine | Vindesinum,HHJUWIANJFBDHT-ZVTSDNJWSA-N
DB00310,APRD00127,Chlorthalidone,77-36-1,Q0MQD1073Q,"1-keto-3-(3'-sulfamyl-4'-chlorophenyl)-3-hydroxyisoindoline | 1-oxo-3-(3-sulfamyl-4-chlorophenyl)-3-hydroxyisoindoline | 2-chloro-5-(1-hydroxy-3-oxo-1-isoindolinyl)benzenesulfonamide | 2-chloro-5-(2,3-dihydro-1-hydroxy-3-oxo-1H-isoindol-1-yl)benzenesulfonamide | 3-(4'-chloro-3'-sulfamoylphenyl)-3-hydroxyphthalimidine | 3-hydroxy-3-(4-chloro-3-sulfamylphenyl)phthalimidine | Chlorphthalidolone | Chlortalidone | Chlortalidonum | Chlorthalidone | Clortalidona | Phthalamodine | Phthalamudine",JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00311,APRD00732 | DB07727,Ethoxzolamide,452-35-7,Z52H4811WX,"6-Ethoxy-1,3-benzothiazole-2-sulfonamide | Ethoxazolamide | Ethoxyzolamide",OUZWUKMCLIBBOG-UHFFFAOYSA-N
DB00312,APRD01174,Pentobarbital,76-74-4,I4744080IR,"5-Ethyl-5-(1-methyl-butyl)-pyrimidine-2,4,6-trione | 5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-ethyl-5-(1-methylbutyl)barbituric acid | 5-ethyl-5-(sec-pentyl)barbituric acid | Pentobarbital | Pentobarbitone",WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313,APRD00256 | DB00510 | APRD00066,Valproic acid,99-66-1,614OI1Z5WI,2-n-propyl-n-valeric acid | 2-propyl-pentanoic acid | 2-Propylpentanoic Acid | 2-Propylvaleric Acid | 4-heptanecarboxylic acid | acide valproïque | ácido valproico | acidum valproicum | di-n-propylacetic acid | Di-n-propylessigsäure | Dipropylacetic acid | DPA | n-DPA | Valproate | Valproic acid | Valproinsäure | VPA,NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00314,APRD00844,Capreomycin,11003-38-6,232HYX66HC,Capreomicina | Capreomycin,VCOPTHOUUNAYKQ-WBTCAYNUSA-N
DB00315,APRD00376,Zolmitriptan,139264-17-8,2FS66TH3YW,"(S)-4-({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one | 4-[[3-(2-dimethylaminoethyl)-1H-indol-5-yl]methyl]oxazolidin-2-one | Zolmitriptan | Zolmitriptán | Zolmitriptanum",ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316,APRD00252,Acetaminophen,103-90-2,362O9ITL9D,4-(Acetylamino)phenol | 4-acetamidophenol | 4'-hydroxyacetanilide | Acenol | Acetaminofén | Acetaminophen | Acétaminophène | APAP | N-acetyl-p-aminophenol | p-acetamidophenol | p-acetaminophenol | p-Acetylaminophenol | p-hydroxy-acetanilid | p-hydroxyacetanilide | p-hydroxyphenolacetamide | Paracétamol | Paracetamol | Paracetamolum,RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317,APRD00997 | DB07998,Gefitinib,184475-35-2,S65743JHBS,4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline | Gefitinib | N-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine,XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318,APRD00120 | DB09471,Codeine,76-57-3,UX6OWY2V7J,"(−)-Codeine | (5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol | 7,8-didehydro-4,5α-epoxy-3-methoxy-17-methylmorphinan-6α-ol | Codein | Codeína | Codéine | Codeine anhydrous | Codeine polistirex | Codeinum | L-Codeine | Methylmorphine | morphine 3-methyl ether | Morphine monomethyl ether | morphine-3-methyl ether | O3-Methylmorphine",OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319,APRD00325,Piperacillin,66258-76-2,9I628532GX,"(2S,5R,6R)-6-{[(2R)-2-{[(4-ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid | Piperacilina | Piperacillin | Piperacillin anhydrous | Piperacillina | Pipéracilline | Piperacillinum",IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320,APRD00476 | DB05743,Dihydroergotamine,511-12-6,436O5HM03C,"(2R,4R,7R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.02,7.012,16]hexadeca-1(16),9,12,14-tetraene-4-carboxamide | 5'-benzyl-12'-hydroxy-2'-methyl-3',6',18-trioxo-9,10-dihydroergotaman | 9,10-dihydro-12'-hydroxy-2'-methyl-5'-(phenylmethyl)ergotoman-3',6',18-trione | 9,10-dihydroergotamine | Dihidroergotamina | Dihydroergotamin | Dihydroergotamine | Dihydroergotaminum | Diidroergotamina",LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321,APRD00227,Amitriptyline,50-48-6,1806D8D52K,"10,11-dihydro-5-(γ-dimethylaminopropylidene)-5H-dibenzo(a,d)cycloheptene | 10,11-dihydro-N,N-dimethyl-5H-dibenzo(a,d)heptalene-Δ5,γ-propylamine | 3-(10,11-dihydro-5H-dibenzo(a,d)cyclohepten-5-ylidene)-N,N-dimethyl-1-propanamine | 3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N,N-dimethylpropan-1-amine | 5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptatriene | 5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptene | 5-(γ-dimethylaminopropylidene)-5H-dibenzo[a,d][1,4]cycloheptadiene | Amitriptilina | Amitriptylin | Amitriptyline | Amitriptylinum",KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322,APRD00692,Floxuridine,50-91-9,039LU44I5M,1-(2-Deoxy-beta-D-ribofuranosyl)-5-fluorouracil | 1-beta-D-2'-Deoxyribofuranosyl-5-flurouracil | 1beta-D-2'-Deoxyribofuranosyl-5-flurouracil | 2'-Deoxy-5-fluorouridine | 5-Fluoro-2-desoxyuridine | 5-fluoro-2'-deoxyuridine | 5-Fluorodeoxyuridine | 5-Fluorouracil 2'-deoxyriboside | 5-Fluorouracil deoxyriboside | 5FDU | beta-5-Fluoro-2'-deoxyuridine | Deoxyfluorouridine | FdU | Floxiridina | Floxuridin | Floxuridine | Floxuridinum | Fluorodeoxyuridine | Fluoruridine deoxyribose,ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323,APRD00445,Tolcapone,134308-13-7,CIF6334OLY,"(3,4-dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone | 3,4-dihydroxy-4'-methyl-5-nitrobenzophenone | 3,4-dihydroxy-5-nitro-4'-methylbenzophenone | 4'-methyl-3,4-dihydroxy-5-nitrobenzophenone | Tolcapon | Tolcapona | Tolcapone | Tolcaponum",MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324,APRD00980,Fluorometholone,426-13-1,SV0CSG527L,"(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one | 9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione | Fluorometholon | Fluorométholone | Fluorometholone | Fluorometholonum | Fluorometolona",FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00325,APRD01143,Nitroprusside,15078-28-1,169D1260KM,Nitroferricyanide,ASPOIVQEUUCDQT-UHFFFAOYSA-N
DB00326,APRD00841,Calcium glucoheptonate,29039-00-7,L11651398J,"Calcii glucoheptonas | calcium (2ξ)-D-gluco-heptonate | calcium bis[(2ξ)-D-glycero-D-gulo-heptonate] | calcium bis[(2ξ)-D-glycero-D-ido-heptonate] | calcium bis[(3R,4S,5R,6R)-2,3,4,5,6,7-hexahydroxyheptanoate] | Calcium gluceptate | Calcium glucoheptonat | Calcium glucoheptonate | Calcium glucoheptonate (1:2) | Glucoheptonate de calcium | Glucoheptonato calcico",FATUQANACHZLRT-KMRXSBRUSA-L
DB00327,APRD01021,Hydromorphone,466-99-9,Q812464R06,"(-)-(5R)-4,5-Epoxy-3-hydroxy-9α-methylmorphinan-6-one | 4,5-Epoxy-3-hydroxy-17-methylmorphinan-6-one | 4,5alpha-Epoxy-3-hydroxy-17-methyl-6-morphinanone | 6-Deoxy-7,8-dihydro-6-oxomorphine | 7,8-Dihydromorphinone | Dihydromorfinon | Dihydromorphinone | Dimorphone | Hidromorfona | Hydromorfona | Hydromorphone | Hydromorphonum | Idromorfone",WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328,APRD00109,Indomethacin,53-86-1,XXE1CET956,{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1H-indol-3-yl}acetic acid | 1-(p-chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid | Indometacin | Indometacina | Indometacine | Indometacinum | Indomethacin,CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330,APRD00957,Ethambutol,74-55-5,8G167061QZ,"(+)-2,2'-(ethylenediimino)di-1-butanol | (+)-ethambutol | (+)-N,N'-bis(1-(hydroxymethyl)propyl)ethylenediamine | (+)-S,S-ethambutol | (2S,7S)-2,7-diethyl-3,6-diazaoctane-1,8-diol | (S,S)-ethambutol | EMB | Etambutol | Etambutolo | Ethambutol | Ethambutolum | S,S-Ethambutol",AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331,APRD01099,Metformin,657-24-9,9100L32L2N,"1,1-Dimethylbiguanide | Dimethylbiguanid | Metformin | Metformina | Metformine | Metforminum",XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332,APRD00537,Ipratropium,60205-81-4,GR88G0I6UL,bromuro de ipratropio | Ipratropium cation | Ipratropium ion,OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333,APRD00485,Methadone,76-99-3,UC6VBE7V1Z,"(+-)-Methadone | (+/-)-Methadone | (±)-methadone | 6-Dimethylamino-4,4-diphenyl-3-heptanone | dl-Methadone | Metadona | Methadone | Methadonum",USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334,APRD00138,Olanzapine,132539-06-1,N7U69T4SZR,"2-methyl-4-(4-methyl-1-piperazinyl)-10H-thieno[2,3-b][1,5]benzodiazepine | Olanzapin | Olanzapina | Olanzapine | Olanzapinum",KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00335,APRD00172,Atenolol,29122-68-7,50VV3VW0TI,1-p-Carbamoylmethylphenoxy-3-isopropylamino-2-propanol | 2-(p-(2-Hydroxy-3-(isopropylamino)propoxy)phenyl)acetamide | 4-(2-Hydroxy-3-((1-methylethyl)amino)propoxy)benzeneacetamide | Atenolol | Atenololum,METKIMKYRPQLGS-UHFFFAOYSA-N
DB00336,APRD00050,Nitrofural,59-87-0,X8XI70B5Z6,5-Nitro-2-furaldehyde semicarbazone | Furacilin | Nitrofural | Nitrofurazone,IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00337,APRD01182,Pimecrolimus,137071-32-0,7KYV510875,33-Epi-chloro-33-desoxyascomycin | Pimecrolimus | Pimecrolimusum,KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338,APRD00446,Omeprazole,73590-58-6,KG60484QX9,OMEP | Omeprazol | Omeprazole | Omeprazolum,SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339,APRD01206,Pyrazinamide,98-96-4,2KNI5N06TI,2-carbamylpyrazine | 2-pyrazinecarboxamide | Aldinamide | Pirazinamida | Pirazinamide | Pyrazinamid | Pyrazinamida | Pyrazinamide | Pyrazinamidum | Pyrazine carboxamide | pyrazine-2-carboxamide | Pyrazineamide | Pyrazinecarboxamide | Pyrazinoic acid amide | Pyrizinamide,IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00340,APRD01101,Metixene,4969-02-2,32VY6L26ZW,Methixen | Methixene | Metisene | Metixene | Métixène | Metixeno | Metixenum,MJFJKKXQDNNUJF-UHFFFAOYSA-N
DB00341,APRD00630,Cetirizine,83881-51-0,YO7261ME24,Cetirizin | Cetirizina | Cetirizine | Cetirizinum,ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00342,APRD00606,Terfenadine,50679-08-8,7BA5G9Y06Q,(RS)-1-(4-tert-butylphenyl)-4-{4-[hydroxy(diphenyl)methyl]piperidin-1-yl}-butan-1-ol | Terfenadin | Terfenadina | Terfénadine | Terfenadine | Terfenadinum,GUGOEEXESWIERI-UHFFFAOYSA-N
DB00343,APRD00473,Diltiazem,42399-41-7,EE92BBP03H,"(+)-cis-5-[2-(dimethylamino)ethyl]-2,3-dihydro-3-hydroxy-2-(p-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one acetate ester | (2S-cis)-3-(acetyloxy)-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one | (2S,3S)-5-(2-(dimethylamino)ethyl)-2-(4-methoxyphenyl)-4-oxo-2,3,4,5-tetrahydrobenzo[b][1,4]thiazepin-3-yl acetate | Acetic acid (2S,3S)-5-(2-dimethylamino-ethyl)-2-(4-methoxy-phenyl)-4-oxo-2,3,4,5-tetrahydro-benzo[b][1,4]thiazepin-3-yl ester | d-cis-diltiazem | Diltiazem | Diltiazemum",HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344,APRD00441,Protriptyline,438-60-8,4NDU154T12,"3-(5H-dibenzo[a,d][7]annulen-5-yl)-N-methylpropan-1-amine | 3-(5H-dibenzo[a,d]cyclohepten-5-yl)-N-methyl-1-propanamine | 5-(3-methylaminopropyl)-5H-dibenzo[a,d]cycloheptene | 7-(3-methylaminopropyl)-1,2:5,6-dibenzocycloheptatriene | Amimetilina | N-methyl-5H-dibenzo[a,d]cycloheptene-5-propanamine | N-methyl-5H-dibenzo[a,d]cycloheptene-5-propylamine | Protriptilina | Protriptylin | Protriptyline | Protriptylinum",BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00345,APRD00792,Aminohippuric acid,61-78-9,Y79XT83BJ9,4-aminohippuric acid | Aminohippurate | Aminohippuric acid | N-(p-Aminobenzoyl)aminoacetic acid | N-(p-Aminobenzoyl)glycine | N-(para-aminobenzoyl)glycine | p-aminohippurate | p-aminohippuric acid | PAH | PAHA | para-aminohippurate | para-aminohippuric acid  | paraaminohippuric acid,HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00346,APRD00490,Alfuzosin,81403-80-7,90347YTW5F,"(±)-N-[3-[(4-amino-6,7-dimethoxy-2-quinazolinyl)methylamino]propyl]tetrahydro-2-furamide | Alfuzosin | Alfuzosina | Alfuzosine | Alfuzosinum | N-[3-[(4-amino-6,7-dimethoxy-quinazolin-2-yl)- methyl-amino]propyl] tetrahydrofuran- 2-carboxamide",WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347,APRD00315,Trimethadione,127-48-0,R7GV3H6FQ4,Trimetadiona | Trimethadion | Trimethadione | Triméthadione | Trimethadionum | Trimethinum | Troxidone,IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348,APRD01141,Nitisinone,104206-65-7,K5BN214699,"2-(alpha,alpha,alpha-Trifluoro-2-nitro-p-tuluoyl)-1,3-cyclohexanedione | Nitisinona | Nitisinone | Nitisinonum",OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349,APRD00307,Clobazam,22316-47-8,2MRO291B4U,"1-phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-dioxo-3H-1,5-benzodiazepine | 7-Chloro-1-methyl-5-phenyl-1,5-dihydro-benzo[b][1,4]diazepine-2,4-dione | Clobazam | Clobazamum",CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350,APRD00086 | DB08225,Minoxidil,38304-91-5,5965120SH1,"2,4-Diamino-6-piperidinopyrimidine 3-oxide | 6-Piperidin-1-ylpyrimidine-2,4-diamine 3-oxide | Minossidile | Minoxidil | Minoxidilum",ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00351,APRD01092,Megestrol acetate,595-33-5,TJ2M0FR8ES,"17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione | 17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate | 17alpha-Acetoxy-6-dehydro-6-methylprogesterone | 17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate | 17α-Acetoxy-6-dehydro-6-methylprogesterone | 17α-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate | 6-Dehydro-6-methyl-17alpha-acetoxyprogesterone | 6-Dehydro-6-methyl-17α-acetoxyprogesterone | 6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione | 6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate | 6-Methyl-17α-acetoxypregna-4,6-diene-3,20-dione | 6-Methyl-17α-hydroxy-delta(sup 6)-progesterone acetate | 6-Methyl-6-dehydro-17alpha-acetoxyprogesterone | 6-Methyl-6-dehydro-17α-acetoxyprogesterone | 6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate | 6-Methyl-delta(sup 4,6)-pregnadien-17α-ol-3,20-dione acetate | 6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone | 6-Methyl-delta(sup 6)-dehydro-17α-acetoxyprogesterone | Megestrol acetate | MGA",RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352,APRD00290,Tioguanine,154-42-7,WIX31ZPX66,"2-Amino 6MP | 2-Amino-1,7-dihydro-6H-purine-6-thione | 2-amino-1,9-dihydropurine-6-thione | 2-Amino-6-mercaptopurine | 2-Amino-6-merkaptopurin | 2-Amino-6-purinethiol | 2-Aminopurin-6-thiol | 2-Aminopurine-6-thiol | 2-Aminopurine-6(1H)-thione | 6-Mercapto-2-aminopurine | 6-Mercaptoguanine | 6-TG | 6-Thioguanine | TG | ThG | Thioguanine | Thioguanine anhydrous | Thioguanine, anhydrous | Tioguanin | Tioguanina | Tioguanine | Tioguaninum",WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353,APRD00739,Methylergometrine,113-42-8,W53L6FE61V,"9,10-Didehydro-N-[1-(hydroxymethyl)-propyl]-D-lysergamide | D-lysergic acid 1-butanolamide | Ergotyl | Methylergobasin | Methylergometrin | Méthylergométrine | Methylergometrine | Methylergometrinum | Methylergonovine | Metilergometrina | Metilergometrinio",UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00354,APRD00723,Buclizine,82-95-1,0C94V6X681,1-(p-tert-Butylbenzyl)-4-(4-chloro-alpha-phenylbenzyl)piperazine | Buclizina | Buclizine | Buclizinum,MOYGZHXDRJNJEP-UHFFFAOYSA-N
DB00355,APRD00815 | EXPT00605,Aztreonam,78110-38-0,G2B4VE5GH8,"(Z,)-2-((((2-Amino-4-thiazolyl)(((2S,3S,)-2-methyl-4-oxo-1-sulfo-3-azetidinyl)carbamoyl)methylene)amino)oxy)-2-methylpropionic acid | 2-({[(1Z)-1-(2-amino-1,3-thiazol-4-yl) -2- {[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino} -2- oxoethylidene]amino}oxy)-2-methylpropanoic acid | Aztreonam | Aztréonam | Aztreonamum",WZPBZJONDBGPKJ-VEHQQRBSSA-N
DB00356,APRD00308,Chlorzoxazone,95-25-0,H0DE420U8G,2-hydroxy-5-chlorobenzoxazole | 5-chloro-2-benzoxazolinone | 5-chloro-2-benzoxazolol | 5-chloro-2-benzoxazolone | 5-chloro-2-hydroxybenzoxazole | 5-chloro-2(3H)-benzoxazolone | 5-chloro-3H-benzooxazol-2-one | 5-chlorobenzoxazolidone | 5-chlorobenzoxazolin-2-one | Chlorzoxane | Chlorzoxazon | Chlorzoxazona | Chlorzoxazone | Chlorzoxazonum | Clorzoxazona | Clorzoxazone,TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357,APRD00592,Aminoglutethimide,125-84-8,0O54ZQ14I9,"2-(p-Aminophenyl)-2-ethylglutarimide | 3-Ethyl-3-(p-aminophenyl)-2,6-dioxopiperidine | Aminoglutethimid | Aminoglutéthimide | Aminoglutethimide | Aminoglutethimidum | Aminoglutetimida | Aminoglutetimide | DL-Aminoglutethimide | p-Aminoglutethimide | α-(p-Aminophenyl)-α-ethylglutarimide",ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00358,APRD00300,Mefloquine,53230-10-7,TML814419R,"[(R*,S*)-2,8-bis(trifluoromethyl)quinolin-4-yl]-(2-piperidyl)methanol | alpha-2-Piperidinyl-2,8-bis(trifluoromethyl)-4-quinolinemethanol | Mefloquin | Mefloquina | Méfloquine | Mefloquine | Mefloquinum",XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359,APRD00190,Sulfadiazine,68-35-9,0N7609K889,2-sulfanilamidopyrimidine | 2-sulfanilylaminopyrimidine | 4-amino-N-2-pyrimidinylbenzenesulfonamide | N(1)-2-Pyrimidinylsulfanilamide | N(1)-2-Pyrimidylsulfanilamide | Sulfadiazin | Sulfadiazina | Sulfadiazine | Sulfadiazinum | Sulfapyrimidine | Sulphadiazine,SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00360,APRD01297 | EXPT00691 | DB02692,Sapropterin,62989-33-7,EGX657432I,"(−)-(6R)-2-amino-6-((1R,2S)-1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone | (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin | (6R)-L-erythro-tetrahydrobiopterin | 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone | 5,6,7,8-Tetrahydrobiopterin | 6R-5,6,7,8-tetrahydrobiopterin | 6R-BH4 | 6R-L-5,6,7,8-tetrahydrobiopterin | R-THBP | Sapropterin | Sapropterina | sapropterinum | Tetrahydrobiopterin",FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00361,APRD00101,Vinorelbine,71486-22-1,Q6C979R91Y,5'-Noranhydrovinblastine | Vinorelbin | Vinorelbina | Vinorelbine | Vinorelbinum,GBABOYUKABKIAF-IELIFDKJSA-N
DB00362,APRD01301,Anidulafungin,166663-25-8,9HLM53094I,Anidulafungin | Anidulafungina | Anidulafungine | Anidulafunginum,JHVAMHSQVVQIOT-MFAJLEFUSA-N
