drug_code,drug_name,side_effect_code,side_effect_name
CID000002249,Atenolol,C0427458,Red Blood Cell Count Increased
CID000002249,Atenolol,C0023066,Laryngospasm
CID000002249,Atenolol,C1112305,Acrochordon
CID000002249,Atenolol,C0191722,Nail Avulsion
CID000002249,Atenolol,C2004489,Regurgitation
CID000002249,Atenolol,C0021775,Intermittent Claudication
CID000002249,Atenolol,C0155652,Acute Myocardial Infarction
CID000002249,Atenolol,C0155387,Ill-Defined Disorder
CID000002249,Atenolol,C0003949,Asbestosis
CID000002249,Atenolol,C0232487,Abdominal Discomfort
CID000002249,Atenolol,C0026470,Hypergammaglobulinaemia Benign Monoclonal
CID000002249,Atenolol,C0151907,Skin Discolouration
CID000002249,Atenolol,C0151889,Hyperreflexia
CID000002249,Atenolol,C0026266,Mitral Valve Incompetence
CID000002249,Atenolol,C0877854,Cerebral Arteriosclerosis
CID000002249,Atenolol,C1720775,Renal Tubular Necrosis
CID000002249,Atenolol,C0342971,Hernia Repair
CID000002249,Atenolol,C0018816,Cardiac Septal Defect
CID000002249,Atenolol,C0877314,Blood Glucose Fluctuation
CID000002249,Atenolol,C0162301,Calculus Urethral
CID000002249,Atenolol,C2363801,Oxygen Saturation Decreased
CID000002249,Atenolol,C1536093,Dilatation Atrial
CID000002249,Atenolol,C0857305,Thrombocytopenic Purpura
CID000002249,Atenolol,C0265101,Carotid Artery Occlusion
CID000002249,Atenolol,C0522153,Urine Colour Abnormal
CID000002249,Atenolol,C1868822,Fistula Discharge
CID000002249,Atenolol,C0404478,Cyst Rupture
CID000002249,Atenolol,C1167863,Retinogram Abnormal
CID000002249,Atenolol,C0877038,Electrocardiogram Poor R-Wave Progression
CID000002249,Atenolol,C0019087,Haemorrhagic Diathesis
CID000002249,Atenolol,C0021308,Infarction
CID000002249,Atenolol,C0948163,Leukoaraiosis
CID000002249,Atenolol,C0547030,Visual Impairment
CID000002249,Atenolol,C0013378,Dysgeusia
CID000002249,Atenolol,C0235802,Pupillary Reflex Impaired
CID000002249,Atenolol,C0038990,Hyperhidrosis
CID000002249,Atenolol,C0853225,International Normalised Ratio Increased
CID000002249,Atenolol,C0542120,Injection Site Nodule
CID000002249,Atenolol,C0234913,Rash Erythematous
CID000002249,Atenolol,C0023212,Pulmonary Oedema
CID000002249,Atenolol,C1168207,Haemodialysis
CID000003478,Glipizide,C0877334,Arterial Stenosis
CID000003478,Glipizide,C0949044,Lymphocyte Percentage Decreased
CID000003478,Glipizide,C0341698,Renal Atrophy
CID000003478,Glipizide,C0856054,Mental Status Changes
CID000003478,Glipizide,C0015397,Disorder Of Globe
CID000003478,Glipizide,C0159066,Abdominal Rigidity
CID000003478,Glipizide,C0679403,Vascular Stenosis
CID000003478,Glipizide,C0151945,Cerebral Venous Thrombosis
CID000003478,Glipizide,C0151946,Pulmonary Thrombosis
CID000003478,Glipizide,C0558401,Skin Laceration
CID000003478,Glipizide,C0919768,Extremity Contracture
CID000003478,Glipizide,C0155910,Pulmonary Congestion
CID000003478,Glipizide,C1264517,Wound
CID000003478,Glipizide,C2242658,Aortic Dissection
CID000003478,Glipizide,C0729847,Iliac Artery Stenosis
CID000003478,Glipizide,C0393760,Initial Insomnia
CID000003478,Glipizide,C0038017,Spondylolisthesis
CID000003478,Glipizide,C0476435,Culture Throat Positive
CID000003478,Glipizide,C1141948,Troponin Increased
CID000003478,Glipizide,C0919892,Blood Pressure Inadequately Controlled
CID000003478,Glipizide,C0743668,Limb Injury
CID000003478,Glipizide,C0700361,Emotional Distress
CID000003478,Glipizide,C0151936,Tendon Disorder
CID000003478,Glipizide,C0035326,Retinal Vascular Occlusion
CID000003478,Glipizide,C0948027,Pharmaceutical Product Complaint
CID000003478,Glipizide,C1869048,Ageusia
CID000003478,Glipizide,C0854326,Escherichia Infection
CID000003478,Glipizide,C0241729,Weight Fluctuation
CID000003478,Glipizide,C3665386,Visual Impairment
CID000003478,Glipizide,C0267176,Diabetic Gastroparesis
CID000003478,Glipizide,C1112386,Cardiac Ventricular Disorder
CID000003478,Glipizide,C2830004,Somnolence
CID000003478,Glipizide,C0236140,Electrocardiogram Change
CID000003478,Glipizide,C0006110,Brain Death
CID000003478,Glipizide,C2242737,Anorectal Discomfort
CID000003478,Glipizide,C0948238,Erectile Dysfunction
CID000003478,Glipizide,C0235431,Blood Creatinine Increased
CID000003478,Glipizide,C0015674,Chronic Fatigue Syndrome
CID000003478,Glipizide,C0221512,Abdominal Pain
CID000003478,Glipizide,C0178417,Anhedonia
CID000003478,Glipizide,C0856891,Application Site Dermatitis
CID000003478,Glipizide,C0085623,Akinesia
CID000003478,Glipizide,C1504377,Hyperglycaemic Hyperosmolar Nonketotic Syndrome
CID000003478,Glipizide,C0278106,Ejaculation Failure
CID000003478,Glipizide,C0740319,Physical Assault
CID000003478,Glipizide,C0158266,Intervertebral Disc Degeneration
CID000003478,Glipizide,C0011620,Stasis Dermatitis
CID000003478,Glipizide,C0263352,Urticaria Papular
CID000003478,Glipizide,C0232159,Pedal Pulse Abnormal
CID000003478,Glipizide,C0232409,Hair Growth Abnormal
CID000003478,Glipizide,C0038941,Postoperative Wound Infection
CID000003478,Glipizide,C1619692,Nephrogenic Fibrosing Dermopathy
CID000003478,Glipizide,C0234192,Feeling Cold
CID000003478,Glipizide,C0853857,Cellulitis Staphylococcal
CID000003478,Glipizide,C0156439,Metabolic Disorder
CID000003478,Glipizide,C0853595,Blood Cholesterol Abnormal
CID000003478,Glipizide,C2242544,Congenital Tricuspid Valve Incompetence
CID000003478,Glipizide,C0853692,Blood Triglycerides Increased
CID000003478,Glipizide,C0032606,Polysubstance Dependence
CID000003478,Glipizide,C0333559,Lacunar Infarction
CID000003478,Glipizide,C0438167,Electrocardiogram T Wave Abnormal
CID000003478,Glipizide,C0860163,Diabetic Gastropathy
CID000003478,Glipizide,C2363749,Hyperdynamic Left Ventricle
CID000003478,Glipizide,C0860513,Bone Swelling
CID000003478,Glipizide,C0949070,Respiratory Tract Congestion
CID000003478,Glipizide,C0392447,Radiculitis Brachial
CID000003478,Glipizide,C0158619,Congenital Mitral Valve Incompetence
CID000003478,Glipizide,C0855521,Semen Volume Decreased
CID000003478,Glipizide,C1695691,Wound Infection
CID000003478,Glipizide,C1536015,Documented Hypersensitivity To Administered Drug
CID000003478,Glipizide,C0520888,Electrocardiogram T Wave Inversion
CID000003478,Glipizide,C0024887,Mastectomy
CID000003478,Glipizide,C0239735,Gingival Erythema
CID000003478,Glipizide,C1096124,Meniscus Lesion
CID000003478,Glipizide,C0547030,Visual Impairment
CID000003478,Glipizide,C0161458,Ulnar Nerve Injury
CID000003478,Glipizide,C0240811,Prostate Infection
CID000003478,Glipizide,C0859667,Personality Change
CID000003478,Glipizide,C0239233,Early Satiety
CID000003478,Glipizide,C0948610,Abdominal Strangulated Hernia
CID000003478,Glipizide,C1698473,Wound Infection Bacterial
CID000003478,Glipizide,C0877248,Adverse Event
CID000003478,Glipizide,C0008909,Claustrophobia
CID000003478,Glipizide,C0948681,Blood Glucose Abnormal
CID000003478,Glipizide,C0160318,Heart Injury
CID000003478,Glipizide,C0948376,Electrocardiogram St-T Segment Abnormal
CID000003478,Glipizide,C0016397,Localised Infection
CID000003478,Glipizide,C0002965,Angina Unstable
CID000003478,Glipizide,C0409497,Joint Injury
CID000003478,Glipizide,C0947846,Gastrointestinal Disorder
CID000003478,Glipizide,C0085700,Chondromalacia
CID000003478,Glipizide,C1869076,Clostridial Infection
CID000003478,Glipizide,C0860901,Protein Total Decreased
CID000003478,Glipizide,C0270639,Transverse Sinus Thrombosis
CID000003478,Glipizide,C0877025,Prothrombin Time Prolonged
CID000003478,Glipizide,C0877027,Joint Range Of Motion Decreased
CID000003478,Glipizide,C0162566,Porphyria Non-Acute
CID000003478,Glipizide,C0858701,Skin Hypertrophy
CID000003478,Glipizide,C0033075,Presbyopia
CID000003478,Glipizide,C1096388,Arteriovenous Fistula Site Complication
CID000003478,Glipizide,C0236748,Anxiety Disorder
CID000003478,Glipizide,C0521541,Brain Stem Ischaemia
CID000003478,Glipizide,C0271789,Secondary Hypothyroidism
CID000003478,Glipizide,C1610082,Occult Blood Positive
CID000003478,Glipizide,C0877031,Gastroduodenitis Haemorrhagic
CID000003478,Glipizide,C0279695,Intraocular Melanoma
CID000003478,Glipizide,C0278134,Sensory Loss
CID000003478,Glipizide,C0919672,Multi-Organ Failure
CID000003478,Glipizide,C0232459,Dyspepsia
CID000003478,Glipizide,C0853398,Endocarditis Enterococcal
CID000003478,Glipizide,C0425093,Job Dissatisfaction
CID000003478,Glipizide,C0376670,Alcoholic Pancreatitis
CID000003478,Glipizide,C0851043,Lipids Increased
CID000003478,Glipizide,C1112369,Paranasal Sinus Hypersecretion
CID000003478,Glipizide,C0018128,Vascular Graft Occlusion
CID000003478,Glipizide,C0037933,Spinal Disorder
CID000003478,Glipizide,C1619712,Procedural Pain
CID000003478,Glipizide,C0877213,Implantable Defibrillator Insertion
CID000003478,Glipizide,C0853562,Scan Myocardial Perfusion
CID000003478,Glipizide,C0497365,Rash Generalised
CID000003478,Glipizide,C0333271,Bloody Discharge
CID000003478,Glipizide,C0853760,Blood Potassium Increased
CID000003478,Glipizide,C0270799,Cauda Equina Syndrome
CID000003478,Glipizide,C0241266,Subcutaneous Abscess
CID000003478,Glipizide,C0521490,Application Site Irritation
CID000003478,Glipizide,C0154472,Alcoholism
CID000003478,Glipizide,C0265050,Vena Cava Thrombosis
CID000003478,Glipizide,C0158281,Cervicobrachial Syndrome
CID000003478,Glipizide,C0424551,Exercise Tolerance Decreased
CID000003478,Glipizide,C1167654,Acute Prerenal Failure
CID000003478,Glipizide,C0424410,Excessive Masturbation
CID000003478,Glipizide,C0541900,Alcohol Intolerance
CID000003478,Glipizide,C0948089,Acute Coronary Syndrome
CID000003478,Glipizide,C0036349,"Schizophrenia, Paranoid Type"
CID000003478,Glipizide,C0028432,Nasal Disorder
CID000003478,Glipizide,C0858635,Pharyngolaryngeal Pain
CID000003478,Glipizide,C1141930,Post Procedural Complication
CID000003478,Glipizide,C0920178,Stent Occlusion
CID000003478,Glipizide,C0034642,Crackles Lung
CID000003478,Glipizide,C0188602,Toe Amputation
CID000003478,Glipizide,C0151539,Blood Urea Increased
CID000003478,Glipizide,C0086565,Hepatic Function Abnormal
CID000003478,Glipizide,C1328275,Diabetic Complication
CID000003478,Glipizide,C0920055,Liver Transplant Rejection
CID000003478,Glipizide,C1142117,Adnexa Uteri Pain
CID000003478,Glipizide,C0151691,High Density Lipoprotein Decreased
CID000003478,Glipizide,C1699848,Therapy Cessation
CID000003478,Glipizide,C0392322,"Schizophrenia, Undifferentiated Type"
CID000003478,Glipizide,C1963940,Vascular Graft
CID000003478,Glipizide,C1262168,Cholecystitis Infective
CID000003478,Glipizide,C0004763,Barrett'S Oesophagus
CID000003478,Glipizide,C0236780,Affective Disorder
CID000003478,Glipizide,C0020474,Mixed Hyperlipidaemia
CID000003478,Glipizide,C0877156,Coronary Artery Thrombosis
CID000003478,Glipizide,C0877153,Neutropenic Sepsis
CID000003478,Glipizide,C0919718,Mitral Valve Calcification
CID000003478,Glipizide,C0853844,Nodal Osteoarthritis
CID000003478,Glipizide,C0149662,Toe Deformity
CID000003478,Glipizide,C0333161,Pseudocyst
CID000003478,Glipizide,C0022354,Jaundice Cholestatic
CID000003478,Glipizide,C1869041,Blood Urine Present
CID000003478,Glipizide,C1167668,Peripheral Occlusive Disease
CID000003478,Glipizide,C0160075,Ligament Sprain
CID000003478,Glipizide,C0476281,Non-Cardiac Chest Pain
CID000003478,Glipizide,C2242498,Haemorrhagic Hepatic Cyst
CID000003478,Glipizide,C1321686,Faecaloma
CID000003478,Glipizide,C0854479,Device Failure
CID000003478,Glipizide,C0018949,Haematomyelia
CID000003478,Glipizide,C1167665,Band Neutrophil Percentage Increased
CID000003478,Glipizide,C0036939,Shared Psychotic Disorder
CID000003478,Glipizide,C1535881,Oral Intake Reduced
CID000003478,Glipizide,C0919873,Prescribed Overdose
CID000003478,Glipizide,C0022729,Klebsiella Infection
CID000003478,Glipizide,C0151313,Peripheral Sensory Neuropathy
CID000003478,Glipizide,C0475858,Pruritus Generalised
CID000003478,Glipizide,C1142133,Adnexa Uteri Mass
CID000003478,Glipizide,C0853895,Mental Disorder Due To A General Medical Condition
CID000003478,Glipizide,C0021655,Insulin Resistance
CID000003478,Glipizide,C0026771,Multiple Injuries
CID000003478,Glipizide,C0476414,Thyroid Function Test
CID000003478,Glipizide,C0264523,Pulmonary Calcification
CID000003478,Glipizide,C0151814,Coronary Artery Occlusion
CID000003478,Glipizide,C0035067,Renal Artery Stenosis
CID000003478,Glipizide,C0271207,Hemianopia
CID000003478,Glipizide,C1737211,Hypoglycaemic Unconsciousness
CID000003478,Glipizide,C0339961,Pneumonia Fungal
CID000003478,Glipizide,C0854732,Dementia Alzheimer'S Type
CID000003478,Glipizide,C0242339,Dyslipidaemia
CID000003478,Glipizide,C0580317,Platelet Count Abnormal
CID000003478,Glipizide,C0262393,Bladder Prolapse
CID000003478,Glipizide,C0042023,Pollakiuria
CID000003478,Glipizide,C0847978,Prostatomegaly
CID000003478,Glipizide,C0152460,Lichen Sclerosus
CID000003478,Glipizide,C0853023,Blood Parathyroid Hormone Increased
CID000003478,Glipizide,C0333536,Dry Gangrene
CID000003478,Glipizide,C0178874,Neoplasm Progression
CID000003478,Glipizide,C0005416,Biliary Dyskinesia
CID000003478,Glipizide,C0435632,Hand Fracture
CID000003478,Glipizide,C0521845,Drug Effect Decreased
CID000003478,Glipizide,C0302295,Rash
CID000003478,Glipizide,C0162533,Porphyria Non-Acute
CID000003478,Glipizide,C0020503,Hyperparathyroidism Secondary
CID000003478,Glipizide,C0160237,Subdural Haemorrhage
CID000003478,Glipizide,C0337629,Economic Problem
CID000003478,Glipizide,C0549391,Bladder Discomfort
CID000003478,Glipizide,C0748726,Allergic Sinusitis
CID000003478,Glipizide,C0026826,Hypertonia
CID000003478,Glipizide,C0520863,Diastolic Dysfunction
CID000003478,Glipizide,C0542518,Kidney Enlargement
CID000003478,Glipizide,C0155967,Ulcer Haemorrhage
CID000003478,Glipizide,C0155966,Diverticulum
CID000003478,Glipizide,C0376405,Treatment Noncompliance
CID000003478,Glipizide,C0193438,Gallbladder Operation
CID000003478,Glipizide,C0342592,Anion Gap Increased
CID000003478,Glipizide,C1696153,Pitting Oedema
CID000003478,Glipizide,C0264309,Vocal Cord Disorder
CID000003478,Glipizide,C0270777,Spinal Cord Oedema
CID000003478,Glipizide,C3665347,Visual Impairment
CID000003478,Glipizide,C2363981,Chronic Hepatic Failure
CID000003478,Glipizide,C1321896,Peroneal Nerve Injury
CID000003478,Glipizide,C0239981,Hypoalbuminaemia
CID000003478,Glipizide,C1112200,Accidental Needle Stick
CID000003478,Glipizide,C0520600,Cardio-Respiratory Arrest
CID000003478,Glipizide,C1141920,Shunt Infection
CID000003478,Glipizide,C1760428,Suicidal Behaviour
CID000003478,Glipizide,C1869039,Dysthymic Disorder
CID000003478,Glipizide,C0155895,Acute Pulmonary Oedema
CID000003478,Glipizide,C1504438,Cerebral Artery Stenosis
CID000003478,Glipizide,C0919620,Electrocardiogram St-T Change
CID000003478,Glipizide,C0239935,Haematocrit Increased
CID000003478,Glipizide,C0877225,Bone Density Decreased
CID000003478,Glipizide,C0700431,Cardiac Rehabilitation Therapy
CID000003478,Glipizide,C0151773,Bone Marrow Depression
CID000003478,Glipizide,C0877398,Anaemia Postoperative
CID000003478,Glipizide,C0851727,Pharyngeal Disorder
CID000003478,Glipizide,C1504348,Congenital Vaginal Cyst
CID000003478,Glipizide,C0877302,Insulin-Requiring Type 2 Diabetes Mellitus
CID000003478,Glipizide,C1261300,Cystocele
CID000003478,Glipizide,C0278575,Cervix Carcinoma Stage I
CID000003478,Glipizide,C1096297,Postoperative Respiratory Distress
CID000003478,Glipizide,C0850034,Neurological Infection
CID000003478,Glipizide,C1167981,Hypoaesthesia
CID000003478,Glipizide,C0919603,Application Site Urticaria
CID000003478,Glipizide,C0872380,Food Craving
CID000003478,Glipizide,C0264879,Heart Valve Incompetence
CID000003478,Glipizide,C0549357,Abdominal Adhesions
CID000003478,Glipizide,C0349782,Ischaemic Cardiomyopathy
CID000003478,Glipizide,C0853965,Exposure To Toxic Agent
CID000003478,Glipizide,C0878773,Hypertonic Bladder
CID000003478,Glipizide,C0040809,Refusal Of Treatment By Patient
CID000003478,Glipizide,C0524620,Metabolic Syndrome
CID000003478,Glipizide,C0853118,Blood Testosterone Increased
CID000003478,Glipizide,C0877418,Blood Culture Positive
CID000003478,Glipizide,C0919857,Ecg Signs Of Ventricular Hypertrophy
CID000003478,Glipizide,C2363731,Oropharyngeal Pain
CID000003478,Glipizide,C0242698,Left Ventricular Dysfunction
CID000003478,Glipizide,C0005427,Biliary Tract Operation
CID000003478,Glipizide,C0853737,Blood Bicarbonate
CID000003478,Glipizide,C0744321,Gastrointestinal Arteriovenous Malformation
CID000003478,Glipizide,C0854242,Angiodysplasia
CID000003478,Glipizide,C0853946,Pain Exacerbated
CID000003478,Glipizide,C0160390,Hepatic Trauma
CID000003478,Glipizide,C0235827,Therapeutic Response Decreased
CID000003478,Glipizide,C0239940,Glycosylated Haemoglobin Increased
CID000003478,Glipizide,C0949059,Polyp Colorectal
CID000003478,Glipizide,C0239949,Hepatojugular Reflux
CID000003478,Glipizide,C0263888,Back Disorder
CID000003478,Glipizide,C0948008,Ischaemic Stroke
CID000003478,Glipizide,C0343900,Histoplasmosis Disseminated
CID000003478,Glipizide,C0043202,Wolff-Parkinson-White Syndrome
CID000003478,Glipizide,C0085076,Breast Reconstruction
CID000003478,Glipizide,C0857347,Laparotomy
CID000003478,Glipizide,C0277890,Blood Pressure Diastolic Decreased
CID000003478,Glipizide,C0241148,Skin Plaque
CID000003478,Glipizide,C1328331,Hospitalisation
CID000003478,Glipizide,C0750934,Arthroscopic Surgery
CID000003478,Glipizide,C0855790,Mean Cell Volume Decreased
CID000003478,Glipizide,C0949690,Spinal Osteoarthritis
CID000003478,Glipizide,C0855644,Blood Uric Acid Decreased
CID000003478,Glipizide,C0281361,Adenocarcinoma Pancreas
CID000003478,Glipizide,C1319851,Nuclear Magnetic Resonance Imaging Brain Abnormal
CID000003478,Glipizide,C1095946,Rheumatoid Nodule
CID000003478,Glipizide,C0187830,Leg Amputation
CID000003478,Glipizide,C0024633,Mallory-Weiss Syndrome
CID000003478,Glipizide,C1698397,Incision Site Infection
CID000003478,Glipizide,C0001263,Abdominal Infection
CID000003478,Glipizide,C0581883,Deafness Bilateral
CID000003478,Glipizide,C0845666,Knee Arthroplasty
CID000003478,Glipizide,C1963916,Neuropathic Pain
CID000003478,Glipizide,C1167958,Jugular Vein Distension
CID000003478,Glipizide,C0242231,Coronary Artery Stenosis
CID000003478,Glipizide,C0152456,Gallbladder Cholesterolosis
CID000003478,Glipizide,C0019187,Hepatitis Alcoholic
CID000003478,Glipizide,C0856223,Mental Disorder
CID000003478,Glipizide,C0852766,Biopsy Lymph Gland Abnormal
CID000003478,Glipizide,C0162830,Photosensitivity Reaction
CID000003478,Glipizide,C0549369,Pancreatic Enzymes Increased
CID000003478,Glipizide,C0855235,Feelings Of Worthlessness
CID000003478,Glipizide,C0542044,Incoherent
CID000003478,Glipizide,C1321898,Haematochezia
CID000003478,Glipizide,C0858342,Pco2 Decreased
CID000003478,Glipizide,C0546817,Fluid Overload
CID000003478,Glipizide,C0236845,Breathing-Related Sleep Disorder
CID000003478,Glipizide,C0853748,Blood Electrolytes Abnormal
CID000003478,Glipizide,C1456868,Diabetic Foot
